Country,Year,TWh
法國,1984,191.2
法國,1985,224.1
法國,1986,254.2
法國,1987,265.5
法國,1988,275.5
法國,1989,303.9
法國,1990,314.1
法國,1991,331.3
法國,1992,338.4
法國,1993,368.2
法國,1994,360
法國,1995,377.2
法國,1996,397.3
法國,1997,395.5
法國,1998,388
法國,1999,394.2
法國,2000,415.2
法國,2001,421.1
法國,2002,436.8
法國,2003,441.1
法國,2004,448.2
法國,2005,451.5
法國,2006,450.2
法國,2007,439.7
法國,2008,439.4
法國,2009,409.7
法國,2010,428.5
法國,2011,442.4
法國,2012,425.4
法國,2013,423.7
法國,2014,436.5
法國,2015,437.4
法國,2016,403.2
法國,2017,398.4
法國,2018,413.8
法國,2019,399.4
德國,1965,0.1
德國,1966,0.3
德國,1967,1.2
德國,1968,1.8
德國,1969,4.9
德國,1970,6.5
德國,1971,6.2
德國,1972,9.5
德國,1973,12.1
德國,1974,14.5
德國,1975,24.1
德國,1976,29.5
德國,1977,41.3
德國,1978,43.9
德國,1979,52.1
德國,1980,55.6
德國,1981,65.5
德國,1982,74.4
德國,1983,78.1
德國,1984,104.3
德國,1985,138.6
德國,1986,130.5
德國,1987,141.7
德國,1988,156.8
德國,1989,161.7
德國,1990,152.5
德國,1991,147.4
德國,1992,158.8
德國,1993,153.5
德國,1994,151.2
德國,1995,154.1
德國,1996,161.6
德國,1997,170.3
德國,1998,161.6
德國,1999,170
德國,2000,169.6
德國,2001,171.3
德國,2002,164.8
德國,2003,165.1
德國,2004,167.1
德國,2005,163
德國,2006,167.4
德國,2007,140.5
德國,2008,148.8
德國,2009,134.9
德國,2010,140.6
德國,2011,108
德國,2012,99.5
德國,2013,97.3
德國,2014,97.1
德國,2015,91.8
德國,2016,84.6
德國,2017,76.3
德國,2018,76
德國,2019,75.1
匈牙利,1983,2.5
匈牙利,1984,3.8
匈牙利,1985,6.5
匈牙利,1986,7.4
匈牙利,1987,11
匈牙利,1988,13.4
匈牙利,1989,13.9
匈牙利,1990,13.7
匈牙利,1991,13.7
匈牙利,1992,14
匈牙利,1993,13.8
匈牙利,1994,14
匈牙利,1995,14
匈牙利,1996,14.2
匈牙利,1997,14
匈牙利,1998,13.9
匈牙利,1999,14.1
匈牙利,2000,14.2
匈牙利,2001,14.1
匈牙利,2002,14
匈牙利,2003,11
匈牙利,2004,11.9
匈牙利,2005,13.8
匈牙利,2006,13.5
匈牙利,2007,14.7
匈牙利,2008,14.8
匈牙利,2009,15.4
匈牙利,2010,15.8
匈牙利,2011,15.7
匈牙利,2012,15.8
匈牙利,2013,15.4
匈牙利,2014,15.6
匈牙利,2015,15.8
匈牙利,2016,16.1
匈牙利,2017,16.1
匈牙利,2018,15.7
匈牙利,2019,16.3
意大利,1965,3.5
意大利,1966,3.9
意大利,1967,3.2
意大利,1968,2.6
意大利,1969,1.7
意大利,1970,3.2
意大利,1971,3.4
意大利,1972,3.6
意大利,1973,3.1
意大利,1974,3.4
意大利,1975,3.8
意大利,1976,3.8
意大利,1977,3.4
意大利,1978,4.4
意大利,1979,2.6
意大利,1980,2.2
意大利,1981,2.7
意大利,1982,6.8
意大利,1983,5.8
意大利,1984,6.9
意大利,1985,7
意大利,1986,8.8
意大利,1987,0.2
立陶宛,1985,9.5
立陶宛,1986,9.9
立陶宛,1987,9.2
立陶宛,1988,12.8
立陶宛,1989,16.7
立陶宛,1990,17
立陶宛,1991,17
立陶宛,1992,14.6
立陶宛,1993,12.3
立陶宛,1994,7.7
立陶宛,1995,11.8
立陶宛,1996,13.9
立陶宛,1997,12
立陶宛,1998,13.6
立陶宛,1999,9.9
立陶宛,2000,8.4
立陶宛,2001,11.4
立陶宛,2002,14.1
立陶宛,2003,15.5
立陶宛,2004,15.1
立陶宛,2005,10.3
立陶宛,2006,8.7
立陶宛,2007,9.8
立陶宛,2008,9.9
立陶宛,2009,10.9
荷蘭,1968,0.05
荷蘭,1969,0.3
荷蘭,1970,0.4
荷蘭,1971,0.4
荷蘭,1972,0.3
荷蘭,1973,1.1
荷蘭,1974,3.3
荷蘭,1975,3.3
荷蘭,1976,3.9
荷蘭,1977,3.7
荷蘭,1978,4.1
荷蘭,1979,3.5
荷蘭,1980,4.2
荷蘭,1981,3.7
荷蘭,1982,3.9
荷蘭,1983,3.6
荷蘭,1984,3.7
荷蘭,1985,3.9
荷蘭,1986,4.2
荷蘭,1987,3.6
荷蘭,1988,3.7
荷蘭,1989,4
荷蘭,1990,3.5
荷蘭,1991,3.3
荷蘭,1992,3.8
荷蘭,1993,3.9
荷蘭,1994,4
荷蘭,1995,4
荷蘭,1996,4.2
荷蘭,1997,2.4
荷蘭,1998,3.8
荷蘭,1999,3.8
荷蘭,2000,3.9
荷蘭,2001,4
荷蘭,2002,3.9
荷蘭,2003,4
荷蘭,2004,3.8
荷蘭,2005,4
荷蘭,2006,3.5
荷蘭,2007,4.2
荷蘭,2008,4.2
荷蘭,2009,4.2
荷蘭,2010,4
荷蘭,2011,4.1
荷蘭,2012,3.9
荷蘭,2013,2.9
荷蘭,2014,4.1
荷蘭,2015,4.1
荷蘭,2016,4
荷蘭,2017,3.4
荷蘭,2018,3.5
荷蘭,2019,3.9
羅馬尼亞,1996,1.4
羅馬尼亞,1997,5.4
羅馬尼亞,1998,5.3
羅馬尼亞,1999,5.2
羅馬尼亞,2000,5.5
羅馬尼亞,2001,5.4
羅馬尼亞,2002,5.5
羅馬尼亞,2003,4.9
羅馬尼亞,2004,5.5
羅馬尼亞,2005,5.6
羅馬尼亞,2006,5.6
羅馬尼亞,2007,7.7
羅馬尼亞,2008,11.2
羅馬尼亞,2009,11.8
羅馬尼亞,2010,11.6
羅馬尼亞,2011,11.7
羅馬尼亞,2012,11.5
羅馬尼亞,2013,11.6
羅馬尼亞,2014,11.7
羅馬尼亞,2015,11.6
羅馬尼亞,2016,11.3
羅馬尼亞,2017,11.5
羅馬尼亞,2018,11.4
羅馬尼亞,2019,11.3
斯洛伐克,1972,0.05
斯洛伐克,1973,0.2
斯洛伐克,1974,0.5
斯洛伐克,1975,0.2
斯洛伐克,1976,0.4
斯洛伐克,1977,0.1
斯洛伐克,1978,0.05
斯洛伐克,1979,2.1
斯洛伐克,1980,4.5
斯洛伐克,1981,5.1
斯洛伐克,1982,5.8
斯洛伐克,1983,6.2
斯洛伐克,1984,7.2
斯洛伐克,1985,9.4
斯洛伐克,1986,11.7
斯洛伐克,1987,11.5
斯洛伐克,1988,11.5
斯洛伐克,1989,12.2
斯洛伐克,1990,12
斯洛伐克,1991,11.7
斯洛伐克,1992,11.1
斯洛伐克,1993,11.5
斯洛伐克,1994,12.6
斯洛伐克,1995,11.4
斯洛伐克,1996,11.2
斯洛伐克,1997,11.1
斯洛伐克,1998,11.4
斯洛伐克,1999,13.1
斯洛伐克,2000,16.5
斯洛伐克,2001,17.1
斯洛伐克,2002,18
斯洛伐克,2003,17.9
斯洛伐克,2004,17
斯洛伐克,2005,17.7
斯洛伐克,2006,18
斯洛伐克,2007,15.3
斯洛伐克,2008,16.7
斯洛伐克,2009,14.1
斯洛伐克,2010,14.6
斯洛伐克,2011,15.4
斯洛伐克,2012,15.5
斯洛伐克,2013,15.7
斯洛伐克,2014,15.5
斯洛伐克,2015,15.1
斯洛伐克,2016,14.8
斯洛伐克,2017,15.1
斯洛伐克,2018,14.8
斯洛伐克,2019,15.5
斯洛文尼亞,1990,4.6
斯洛文尼亞,1991,5
斯洛文尼亞,1992,4
斯洛文尼亞,1993,4
斯洛文尼亞,1994,4.6
斯洛文尼亞,1995,4.8
斯洛文尼亞,1996,4.6
斯洛文尼亞,1997,5
斯洛文尼亞,1998,5
斯洛文尼亞,1999,4.7
斯洛文尼亞,2000,4.8
斯洛文尼亞,2001,5.3
斯洛文尼亞,2002,5.5
斯洛文尼亞,2003,5.2
斯洛文尼亞,2004,5.5
斯洛文尼亞,2005,5.9
斯洛文尼亞,2006,5.5
斯洛文尼亞,2007,5.7
斯洛文尼亞,2008,6.3
斯洛文尼亞,2009,5.7
斯洛文尼亞,2010,5.7
斯洛文尼亞,2011,6.2
斯洛文尼亞,2012,5.5
斯洛文尼亞,2013,5.3
斯洛文尼亞,2014,6.4
斯洛文尼亞,2015,5.6
斯洛文尼亞,2016,5.7
斯洛文尼亞,2017,6.3
斯洛文尼亞,2018,5.8
斯洛文尼亞,2019,5.8
西班牙,1968,0.1
西班牙,1969,0.8
西班牙,1970,0.9
西班牙,1971,2.5
西班牙,1972,4.8
西班牙,1973,6.5
西班牙,1974,7.2
西班牙,1975,7.5
西班牙,1976,7.6
西班牙,1977,6.5
西班牙,1978,7.6
西班牙,1979,6.7
西班牙,1980,5.2
西班牙,1981,9.6
西班牙,1982,8.8
西班牙,1983,10.7
西班牙,1984,23.1
西班牙,1985,28
西班牙,1986,37.5
西班牙,1987,41.3
西班牙,1988,50.5
西班牙,1989,56.1
西班牙,1990,54.3
西班牙,1991,55.6
西班牙,1992,55.8
西班牙,1993,56.1
西班牙,1994,55.3
西班牙,1995,55.5
西班牙,1996,56.3
西班牙,1997,55.3
西班牙,1998,59
西班牙,1999,58.9
西班牙,2000,62.2
西班牙,2001,63.7
西班牙,2002,63
西班牙,2003,61.9
西班牙,2004,63.6
西班牙,2005,57.5
西班牙,2006,60.1
西班牙,2007,55.1
西班牙,2008,59
西班牙,2009,52.8
西班牙,2010,61.6
西班牙,2011,57.7
西班牙,2012,61.5
西班牙,2013,56.7
西班牙,2014,57.3
西班牙,2015,57.3
西班牙,2016,58.6
西班牙,2017,58.1
西班牙,2018,55.8
西班牙,2019,58.4
瑞典,1965,0.05
瑞典,1966,0.05
瑞典,1967,0.05
瑞典,1968,0.05
瑞典,1969,0.1
瑞典,1970,0.1
瑞典,1971,0.1
瑞典,1972,1.5
瑞典,1973,2.1
瑞典,1974,2.1
瑞典,1975,12
瑞典,1976,16
瑞典,1977,19.9
瑞典,1978,23.8
瑞典,1979,21
瑞典,1980,26.5
瑞典,1981,37.7
瑞典,1982,39
瑞典,1983,41
瑞典,1984,50.9
瑞典,1985,58.6
瑞典,1986,70
瑞典,1987,67.4
瑞典,1988,69.4
瑞典,1989,65.6
瑞典,1990,68.2
瑞典,1991,76.8
瑞典,1992,63.5
瑞典,1993,61.4
瑞典,1994,73.2
瑞典,1995,69.9
瑞典,1996,74.3
瑞典,1997,69.9
瑞典,1998,73.6
瑞典,1999,73.2
瑞典,2000,57.3
瑞典,2001,72.1
瑞典,2002,68.1
瑞典,2003,67.4
瑞典,2004,77.7
瑞典,2005,72.7
瑞典,2006,67
瑞典,2007,67
瑞典,2008,63.9
瑞典,2009,52.2
瑞典,2010,57.7
瑞典,2011,60.5
瑞典,2012,64
瑞典,2013,66.5
瑞典,2014,64.9
瑞典,2015,56.3
瑞典,2016,63.1
瑞典,2017,65.7
瑞典,2018,68.5
瑞典,2019,67
瑞士,1969,0.5
瑞士,1970,1.8
瑞士,1971,1.4
瑞士,1972,3.8
瑞士,1973,6.3
瑞士,1974,7.1
瑞士,1975,7.8
瑞士,1976,7.9
瑞士,1977,8.1
瑞士,1978,8.4
瑞士,1979,11.8
瑞士,1980,14.3
瑞士,1981,15.3
瑞士,1982,15.1
瑞士,1983,15.7
瑞士,1984,18.4
瑞士,1985,22.4
瑞士,1986,22.4
瑞士,1987,22.8
瑞士,1988,22.6
瑞士,1989,22.7
瑞士,1990,23.5
瑞士,1991,22.8
瑞士,1992,23.3
瑞士,1993,23.2
瑞士,1994,24.2
瑞士,1995,24.7
瑞士,1996,25
瑞士,1997,25.2
瑞士,1998,25.7
瑞士,1999,24.8
瑞士,2000,26.3
瑞士,2001,26.6
瑞士,2002,27
瑞士,2003,27.3
瑞士,2004,26.8
瑞士,2005,23.2
瑞士,2006,27.6
瑞士,2007,27.7
瑞士,2008,27.5
瑞士,2009,27.5
瑞士,2010,26.5
瑞士,2011,26.9
瑞士,2012,25.6
瑞士,2013,26.2
瑞士,2014,27.8
瑞士,2015,23.3
瑞士,2016,21.3
瑞士,2017,20.5
瑞士,2018,24.4
瑞士,2019,23
烏克蘭,1985,53.3
烏克蘭,1986,42.7
烏克蘭,1987,50.4
烏克蘭,1988,72
烏克蘭,1989,66.5
烏克蘭,1990,76.2
烏克蘭,1991,75.1
烏克蘭,1992,73.8
烏克蘭,1993,75.2
烏克蘭,1994,68.8
烏克蘭,1995,70.5
烏克蘭,1996,79.6
烏克蘭,1997,79.4
烏克蘭,1998,75.2
烏克蘭,1999,72.1
烏克蘭,2000,77.3
烏克蘭,2001,76.2
烏克蘭,2002,78
烏克蘭,2003,81.4
烏克蘭,2004,87
烏克蘭,2005,88.8
烏克蘭,2006,90.2
烏克蘭,2007,92.5
烏克蘭,2008,89.8
烏克蘭,2009,82.9
烏克蘭,2010,89.2
烏克蘭,2011,90.2
烏克蘭,2012,90.1
烏克蘭,2013,83.2
烏克蘭,2014,88.4
烏克蘭,2015,87.6
烏克蘭,2016,81
烏克蘭,2017,85.6
烏克蘭,2018,84.4
烏克蘭,2019,83
英國,1965,15.1
英國,1966,20.2
英國,1967,23.3
英國,1968,26.2
英國,1969,29.1
英國,1970,26
英國,1971,27.5
英國,1972,29.4
英國,1973,28
英國,1974,33.6
英國,1975,30.3
英國,1976,36.2
英國,1977,40
英國,1978,37.2
英國,1979,38.3
英國,1980,37
英國,1981,38
英國,1982,44
英國,1983,49.9
英國,1984,54
英國,1985,61.1
英國,1986,59.1
英國,1987,55.2
英國,1988,63.5
英國,1989,71.7
英國,1990,65.7
英國,1991,70.5
英國,1992,76.8
英國,1993,89.4
英國,1994,88.3
英國,1995,89
英國,1996,94.7
英國,1997,98.1
英國,1998,99.5
英國,1999,95.1
英國,2000,85.1
英國,2001,90.1
英國,2002,87.8
英國,2003,88.7
英國,2004,80
英國,2005,81.6
英國,2006,75.5
英國,2007,63
英國,2008,52.5
英國,2009,69.1
英國,2010,62.1
英國,2011,69
英國,2012,70.4
英國,2013,70.6
英國,2014,63.7
英國,2015,70.3
英國,2016,71.7
英國,2017,70.3
英國,2018,65.1
英國,2019,56.2
其他歐洲,1981,0.3
其他歐洲,1982,2.5
其他歐洲,1983,3.9
其他歐洲,1984,4.4
其他歐洲,1985,4.1
其他歐洲,1986,4
其他歐洲,1987,4.5
其他歐洲,1988,4.1
其他歐洲,1989,4.7
哈薩克斯坦,1989,0.1
哈薩克斯坦,1991,0.5
哈薩克斯坦,1992,0.5
哈薩克斯坦,1993,0.4
哈薩克斯坦,1994,0.4
哈薩克斯坦,1995,0.1
哈薩克斯坦,1996,0.1
哈薩克斯坦,1997,0.3
哈薩克斯坦,1998,0.1
俄羅斯聯邦,1985,99.3
俄羅斯聯邦,1986,105.2
俄羅斯聯邦,1987,124.7
俄羅斯聯邦,1988,134.8
俄羅斯聯邦,1989,136.3
俄羅斯聯邦,1990,118.3
俄羅斯聯邦,1991,120
俄羅斯聯邦,1992,119.6
俄羅斯聯邦,1993,119.2
俄羅斯聯邦,1994,97.8
俄羅斯聯邦,1995,99.5
俄羅斯聯邦,1996,109
俄羅斯聯邦,1997,108.5
俄羅斯聯邦,1998,103.7
俄羅斯聯邦,1999,121.9
俄羅斯聯邦,2000,130.7
俄羅斯聯邦,2001,136.9
俄羅斯聯邦,2002,141.6
俄羅斯聯邦,2003,150.3
俄羅斯聯邦,2004,144.7
俄羅斯聯邦,2005,149.4
俄羅斯聯邦,2006,156.4
俄羅斯聯邦,2007,160.1
俄羅斯聯邦,2008,163.1
俄羅斯聯邦,2009,163.6
俄羅斯聯邦,2010,170.4
俄羅斯聯邦,2011,172.9
俄羅斯聯邦,2012,177.5
俄羅斯聯邦,2013,172.5
俄羅斯聯邦,2014,180.8
俄羅斯聯邦,2015,195.5
俄羅斯聯邦,2016,196.6
俄羅斯聯邦,2017,203.1
俄羅斯聯邦,2018,204.6
俄羅斯聯邦,2019,209
蘇聯,1965,1.9
蘇聯,1966,2.1
蘇聯,1967,2.3
蘇聯,1968,3.1
蘇聯,1969,3.6
蘇聯,1970,4.4
蘇聯,1971,5.4
蘇聯,1972,9.8
蘇聯,1973,14.3
蘇聯,1974,21.5
蘇聯,1975,28.6
蘇聯,1976,38.2
蘇聯,1977,51
蘇聯,1978,52.5
蘇聯,1979,59.6
蘇聯,1980,73.9
蘇聯,1981,87.1
蘇聯,1982,100.3
蘇聯,1983,111.4
蘇聯,1984,143.8
伊朗,2011,0.1
伊朗,2012,1.5
伊朗,2013,4.3
伊朗,2014,4.1
伊朗,2015,3.5
伊朗,2016,6.5
伊朗,2017,7
伊朗,2018,6.9
伊朗,2019,6.4
南非,1984,3.9
南非,1985,5.3
南非,1986,8.8
南非,1987,6.2
南非,1988,10.5
南非,1989,11.1
南非,1990,8.4
南非,1991,9.1
南非,1992,9.3
南非,1993,7.3
南非,1994,9.7
南非,1995,11.3
南非,1996,11.8
南非,1997,12.6
南非,1998,13.6
南非,1999,12.8
南非,2000,13
南非,2001,10.7
南非,2002,12
南非,2003,12.7
南非,2004,13.4
南非,2005,11.3
南非,2006,10
南非,2007,11.3
南非,2008,13
南非,2009,12.8
南非,2010,13.5
南非,2011,12.9
南非,2012,13
南非,2013,14.1
南非,2014,13.8
南非,2015,12.2
南非,2016,15.9
南非,2017,15.8
南非,2018,11.1
南非,2019,14.2
中國,1993,1.6
中國,1994,14.8
中國,1995,12.8
中國,1996,14.3
中國,1997,14.4
中國,1998,14.1
中國,1999,14.9
中國,2000,16.7
中國,2001,17.5
中國,2002,25.1
中國,2003,43.3
中國,2004,50.5
中國,2005,53.1
中國,2006,54.8
中國,2007,62.1
中國,2008,68.4
中國,2009,70.1
中國,2010,74.7
中國,2011,87.2
中國,2012,98.3
中國,2013,111.5
中國,2014,133.2
中國,2015,171.4
中國,2016,213.2
中國,2017,248.1
中國,2018,295
中國,2019,348.7
印度,1969,0.7
印度,1970,1.3
印度,1971,1
印度,1972,0.9
印度,1973,2
印度,1974,1.8
